sozshakllar,soni
ikkalasining,1
yoshroq,1
hassa-tayoq,1
tegardi,1
g‘ashiga,1
qo‘nib,1
tutqich,1
pashshalar,1
quvib,1
itpashshalarni,1
toblab,1
oftobga,1
qalamtaroshida,1
olgancha,1
xariga,1
zerikkanimdan,1
yaroqli,1
rang,1
novdalari,1
nish,1
sarimsoqlar,1
yovvoyi,1
unda-munda,1
qo‘yaqoluvdim,1
shang‘illay,1
qo‘shqavat,1
polizga,1
tortadi-yu,1
dejursan,1
olmasak,1
mizg‘ib,1
charchadik,1
esnaydi,1
yonboshlaydi-da,1
charchaganimizdan,1
o‘ynab-o‘ynab,1
jiydazorga,1
buqacha,1
takani,1
sakrayotgan,1
yuguradi,1
qarashi,1
zimmasida,1
boshqalarning,1
egasidan,1
o‘rgatib,1
kelaverardi,1
hammanikidan,1
navbati,1
kartishkaga,1
qaytar,1
galing,1
buyuradi,1
ekin,1
echkisi,1
shaytonga,1
daydi,1
demanglar,1
toyir,1
quvlik,1
muhlat,1
zuvlashga,1
salkam,1
shart,1
zuvlash,1
otiladi,1
sanaladi-da,1
chillakni,1
tegsami,1
ketsami,1
qoqilib,1
hakkalaydi,1
zuvlab,1
yutqazgan,1
qoidasi,1
shafqatsizroq,1
o‘yinining,1
o‘tiraverdi,1
harakat,1
xo‘tik,1
demasin,1
to‘pladi,1
majlis,1
tepdik,1
tirsillab,1
yelini,1
sigirimning,1
o‘zgartiramiz,1
otingni,1
boqsang,1
boqish,1
yumushi,1
lo‘killa,1
eshigimiz,1
oyimlarni,1
chekadigan,1
mashaqqat,1
eplolmay,1
qo‘l-oyoqlarni,1
bo‘y,1
toymisan,1
dehqonchilik,1
hormang,1
taniy,1
zabardast,1
moskvich,1
sug‘orayotgan,1
gullarni,1
tegmanglar,1
qiziqmas,1
ko‘tarmoqchi,1
umrida,1
ketdidz,1
urar,1
yelkalari,1
yirtildi-da,1
shir,1
yoqasiga,1
qariyalar,1
ayollardan,1
zinasidan,1
yurmadi,1
samovarlar,1
o‘zingqaray,1
ko‘rgani,1
qomatiga,1
mos,1
kelmaydigan,1
qo‘shilmasdi,1
lankatepish,1
faslning,1
shoxsiz,1
beshqo‘rg‘ondan,1
o‘ynardik,1
yig‘ilib,1
uzoq-yaqindan,1
kattagina,1
uyimizning,1
bo‘sh-bayov,1
oramizda,1
kichkinaligimizda,1
o‘tgan-ketganda,1
umridan,1
sheppovar,1
istalovoyda,1
nordek,1
tuyuldi,1
erish,1
kataysa,1
mashinasiga,1
o‘tqizdi,1
o‘rindiqqa,1
kelay,1
teguvdi,1
o‘payotganda,1
qolibdi-ku,1
tanidi,1
gapki,1
hakkalab,1
yupatishga,1
yo‘latmasdi,1
hamki,1
mili,1
tashlabdi-ku,1
kirgani,1
xunob,1
qoldig-u,1
sharpasini,1
yurishidan,1
o‘zimizcha,1
murvatlari,1
qopqog‘i,1
og‘zidek,1
piyolaning,1
kirsak,1
soatlar,1
o‘yimiz,1
buzilsa,1
mahalla-ko‘yda,1
qo‘ni-qo‘shni,1
tuzatardi,1
vajidan,1
tirikchilik,1
qolardik,1
ko‘rishimiz,1
otamizni,1
qo‘yganki,1
uqtirib,1
birontamizni,1
aka-ukalardan,1
o‘ylardik,1
akalarimiz,1
o‘shalarga,1
xunobgarchilik,1
qo‘shildi-yu,1
go‘rda,1
so‘kdi-ya,1
soniga,1
sharaqlatib,1
yigitgina,1
oyisinikiga,1
urishgan,1
ketgandayam,1
qo‘ymasa,1
oralagani,1
sirka,1
sochiga,1
qizining,1
sholg‘omni,1
kuygani,1
xokandozdan,1
sholchaga,1
yotmaydi,1
katta-yu,1
boshqacharoq,1
mo‘mingina,1
ketmonchi,1
ovozidan,1
shang‘illagani,1
achindik,1
sho‘rlikning,1
in-inimizga,1
pildirpis,1
biryoqda,1
band,1
qaysimiz,1
sakray,1
g‘irromlik,1
ko‘rardilar,1
bilasiz-a,1
ko‘rardilar-a,1
ko‘ribman,1
to‘g‘rilab,1
yelib-yugurdi,1
etganda,1
bo‘lganiga,1
surishtirishmadi,1
qayoqqaligini,1
toylar,1
qoldingmi,1
zuvlamaydi,1
qilmasin-da,1
yemay,1
ko‘kaltosh,1
qurt,1
bo‘shini,1
qiynaysan,1
shunaqasiga,1
qanaqasiga,1
toy-ku,1
yig‘latasan,1
yoqqayur-chi,1
o‘rgilsin,1
chaqirganini,1
yomonsan,1
kulaman,1
xaxolaydi,1
yurolmadi,1
voqealarni,1
bo‘lsalar,1
aytmaganmilar,1
aytadilar,1
g‘ijimlagancha,1
savobi,1
sotiladimi,1
g‘iltillagan,1
emasiz,1
ko‘kragini,1
qatnaydilar,1
beshqo‘rg‘onga,1
emizdilar,1
bag‘rilariga,1
chaqaloqning,1
yog‘mi,1
angishvonadek,1
o‘zim-ku,1
mahol,1
deyishi,1
holing,1
qahatchilik,1
ko‘kragimga,1
chalinib,1
kasalga,1
azobi,1
atagan,1
bandalariga,1
chiqmagan,1
toyirjonning,1
talpinchoq,1
ajablandi,1
ukangiz-ku,1
guzar,1
bo‘lmishning,1
yozadi,1
buvam,1
umrbod,1
nazirada,1
o‘tsa-chi,1
o‘tmasa-chi,1
vahimachiroq,1
kimgadir,1
nevaragami,1
o‘g‘ilgami,1
naslga,1
meditsinada,1
xastalikni,1
shezofreniya,1
tushunolmay,1
daf’atan,1
yog‘iniyam,1
ko‘ringlar,1
ochdimmi,1
rostki,1
muhim,1
nimanidir,1
xudbinlik,1
sevardim,1
nazirani,1
aybdorman,1
tug‘ishidan,1
genetikani,1
sevsangiz,1
bir-birlaringni,1
xohlamayman,1
tug‘ishini,1
yuradimi,1
mahzunlik,1
borganimiz,1
frontovik,1
tisarila,1
qarindosh-urug‘larida,1
jinni-chi,1
savoli,1
nashavandmi,1
o‘g‘rimi,1
avlodidan,1
ahamiyati,1
qayerlik,1
emasmi,1
qarindoshlaring,1
shefpovar,1
yoqdi,1
yoqdimi,1
farhod,1
yashira,1
quvonchini,1
uchratdim,1
gapirar,1
sumkachasini,1
jajji,1
stansiyasi,1
metro,1
anglagandek,1
haqiqatlarni,1
sirqiratib,1
tuyg‘usi,1
sog‘inch,1
qo‘msash,1
bo‘lganim,1
uchrashib,1
tilagi,1
ko‘nglingdagini,1
qarindoshlarida,1
nima-yu,1
kasb-kori,1
yomonotliq,1
qayerdanligi-yu,1
tushunmasdim,1
amakisi,1
to‘laganxo‘janing,1
urug‘ida,1
savdoga,1
pishmaydigan,1
xomushroq,1
tushga,1
deganini,1
to‘yida,1
usmonni,1
qoldirmoqchi,1
yangilik,1
solmay,1
paysalga,1
maydonchada,1
zog‘orani,1
burda,1
qaytishimiz,1
qolmang,1
shulardan,1
tiqarkan,1
kissasiga,1
qudalardan,1
sartaroshga,1
surishtirganiga,1
bovar,1
savdolar,1
yodimdan,1
problema,1
meditsinasi,1
hozirgi,1
choramiz,1
xafaman,1
yo‘qligiga,1
bolamiz,1
sevaman,1
xotinimni,1
xotinim,1
muddaoga,1
usmonning,1
ajrashmoqchi,1
oilaning,1
tanishtirganida,1
mukammal,1
kelishini,1
hal,1
hayotingizni,1
to‘g‘risini,1
aralashishni,1
masalalarga,1
haqqi,1
ajrashmasak,1
bir-birimizni,1
dardini,1
taqinchoqlarigacha,1
kiyimidan,1
egnidagi,1
o‘yladi,1
kampiri,1
qutulganimga,1
marhamat,1
oxirida,1
ovqatlanamiz,1
choy-da,1
olmachoymi,1
g‘irillayman,1
tashlayman-u,1
mayizni,1
to‘yadi,1
qorningiz,1
tutmayizni,1
tutmayiz,1
bunisiyam,1
unisiyam,1
uyalmanglar,1
tantanavor,1
peshin,1
yechadi,1
alik,1
berishadi,1
chuvillashib,1
bolalar-u,1
namoz,1
joynamoz,1
yuz-qo‘lini,1
so‘ng,1
panaga,1
obdasta,1
ko‘rsinlar,1
rohatingizni,1
sizlarning,1
ne’matingga,1
ta’rifi,1
yigit-da,1
menday,1
kamandiriga,1
ordin,1
dersizlar,1
yig‘laydimi,1
kuladimi,1
yiltirab,1
qoshining,1
yozibdi,1
komandiri,1
savalayapti,1
azobdan,1
ko‘tariladiki,1
nemisning,1
nosqovog‘idan,1
zavqlanib,1
hikoyasidan,1
qolipini,1
yaratgan-u,1
oltmishvoyimdaka,1
tug‘ilganekan,1
kirganda,1
oltmishga,1
ag‘darib,1
deguncha,1
hashpash,1
tanob,1
jo‘raboshimizday,1
choptirgan,1
egarlab,1
poshshaqizim,1
jilmayadi,1
oqsoq,1
o‘tlashga,1
lozim,1
qoshlarigacha,1
o‘siq,1
xizr,1
xotinlarnikidek,1
salmoqli,1
salmoqlab,1
assalom,1
vaalaykum,1
buvajon,1
qilyapsan,1
emsa,1
sigirki,1
ma’qulmi,1
yonboshlaydi,1
halloslab,1
maysa,1
rahim,1
rahmonur,1
bismillohu,1
qiyiqchasini,1
belidagi,1
yetganidan,1
qolganmish,1
bosmachi,1
tushuntirgan,1
bosmachilar,1
biladi-yu,1
oqsoqligini,1
singanini,1
top-toza,1
dazmollab,1
ko‘kragidagi,1
tuklariyam,1
jo‘mragidan,1
bandidan,1
obdastaning,1
obdastada,1
obdastani,1
yuguraman,1
ko‘raman-u,1
chaqirayotganini,1
maydon,1
bergisi,1
buvasiga,1
qiqirlaydi,1
nosingiz,1
ap-ap-ap-shu,1
aksa,1
hidlagan,1
barmoqlarini,1
tirnoqlari,1
qitig‘i,1
hazillashadi,1
to‘xtatadi,1
xirgoyisini,1
chopqillagancha,1
oftobiga,1
yotganicha,1
yonboshlab,1
farishtaning,1
turarmish,1
farishtali,1
kiygazib,1
ekanmiz-da,1
taniydi,1
echking,1
turgandim,1
quchoqladi,1
tokcha,1
lampali,1
pasaytirilgan,1
uxlamaganmiding,1
kutilmaganda,1
yuborganimni,1
o‘xshaganmi,1
kennoyiga,1
adabsiz,1
chaqqon,1
esli-hushli,1
tarqalgan,1
shaloq,1
kunday,1
sigiring,1
o‘zingning,1
qayn-bo‘yinlarini,1
qaynota-qaynonasini,1
borganingda,1
to‘y-tomoshalar,1
uchala,1
echkisiniyam,1
sahobaning,1
yig‘labdi,1
rozilik,1
uchalasigayam,1
og‘rimasin,1
dili,1
o‘pgani,1
kiyayotganini,1
otlanayotganini,1
sezdim-u,1
so‘raydigan,1
ketsin,1
hovur,1
go‘ngdan,1
uyib,1
hovlisining,1
mudraydi,1
solintirgancha,1
charchoq,1
qo‘rib,1
sanalib,1
qovurg‘asi,1
nurab,1
devorlari,1
chegalangan,1
tumshug‘i,1
hisob,1
o‘ynasa,1
yasasa,1
sambittol,1
sambittollarga,1
qo‘rqdim-u,1
lopillab,1
jiydazordan,1
yopishadi,1
botmon,1
bossangiz,1
ko‘pchib,1
demaysan,1
yakka-yu,1
uyqusi,1
betida,1
joygacha,1
deyishyapti,1
qilaveramiz,1
boriga,1
o‘tirmaymiz,1
buningiz,1
uningiz,1
o‘g‘liyam,1
kelishganini,1
idish-tovoqni,1
moshxo‘rda,1
uzoqroq,1
dur,1
novcha,1
novcharog‘i,1
hay-haylashiga,1
gado,1
soatdan,1
choram,1
ketishdan,1
umidimni,1
qanddan,1
pastki,1
qalamtaroshni,1
bildirib,1
borligimni,1
qandda,1
qiziqtirmas,1
chevar-u,1
odilxo‘ja-yu,1
mashinalari,1
qizingni,1
ko‘ngliniyam,1
paxtaligini,1
kechqurungi,1
shoh,1
sovchimi,1
kelishaveradi,1
xo‘rsinganini,1
ohangi,1
chakkaga,1
yotishdi,1
joylariga,1
yaqinidan,1
o‘tishini,1
yotsam,1
tovoqlarni,1
o‘tyapti,1
sharillab,1
gulduradi,1
momaqaldiroq,1
chaqmoq,1
uxlolmay,1
koyib-koyib,1
arillab,1
o‘ynayotganimizda,1
kaptar,1
oshxo‘rakam,1
o‘q,1
o‘yindan,1
topish,1
barmoqni,1
jo‘nadi,1
smenaga,1
hamyo‘q,1
tollar,1
tozalar,1
uzumzori,1
o‘g‘ri,1
qimorboz,1
yulinar,1
shiqirlatar,1
kirar,1
bechoralarni,1
qisqalik,1
ko‘plari,1
kasofati,1
urushning,1
uzum-u,1
echkiemarmi,1
shakarangur,1
shibilg‘oni,1
bog‘bon,1
ettirarkan,1
ota-bobosi,1
qadimdan,1
toza,1
maqsadini,1
ha-a-a,1
kelishganmi,1
yerlikmi,1
aytsangiz,1
xudoyligingizni,1
bilmoqchiydik,1
otxonadan,1
ayollari,1
taniysizmi,1
xayrli,1
nashavand,1
deganday,1
sochimning,1
egadi,1
yulduzlaringga,1
yulduzinglar,1
chiqqanimizni,1
batafsil,1
oilasi,1
qilasiz-u,1
ma’limni,1
kimsan,1
qolmanglar,1
solishgan,1
qaydam,1
bo‘lmoqchimisizlar,1
ma’limlarni,1
shilt,1
qitig‘imni,1
bormaganmi,1
ma’limlik,1
ma’lim,1
tiqilgan,1
vo,1
remish,1
bo,1
to‘laganxo‘ja,1
maqsadga,1
asosiy,1
o‘g‘li-chi,1
tortaman,1
paydarpay,1
egilgan,1
nimaydi,1
sho‘tlikmiz,1
egachi,1
so‘rabman,1
soching,1
olishadi,1
shapatilab,1
oldiramizmi,1
sochingni,1
bilmadim-u,1
yopishtirilgan,1
xitoy,1
derazasining,1
qo‘ni-qo‘shnisidan,1
kelganimizni,1
lapanglatib,1
obkashini,1
sirg‘angancha,1
xotinidan,1
oynada,1
qoqar,1
kiprik,1
hang-mang,1
betamiz,1
tayg‘oq,1
qo‘shilishib,1
obkashi,1
sirg‘alib-sirg‘alib,1
ilgancha,1
ilgakni,1
sharaq-shuruq,1
uylari,1
suvni,1
chambarak,1
rangingni,1
mijozlar,1
peshband,1
devoriga,1
aksini,1
panoh,1
ixraysanmi,1
atakaga,1
rodinu,1
za,1
chidashi,1
soldat,1
ixraysan,1
shiq-shiq,1
chakkamga,1
qutichadan,1
mashinada,1
solarkan,1
qoqib-qoqib,1
tolalari,1
soch,1
mashinadami,1
ustarada,1
joylashdi,1
toshoyna,1
do‘pillatib,1
polni,1
taxtalarining,1
nosrang,1
jiyanning,1
qisiqroq,1
qaychilangan,1
yo‘taldi,1
samovarga,1
lapanglab,1
otayotganda,1
yoqmay,1
beshigini,1
paytimda,1
kichkintoylik,1
nimagaligini,1
akalarimdan,1
mehnatning,1
qilayotganim,1
o‘g‘irlik,1
o‘tirgach,1
muddat,1
qilyapsanmi,1
or,1
ishingizni,1
ochig‘ini,1
beshinchimi-oltinchimi,1
bo‘la,1
kirganida,1
ishlasin-da,1
buningni,1
o‘rtog‘immi,1
abduvohid,1
tepishib,1
o‘rnimga,1
avaylaydi,1
shaytonlik,1
vaqti-vaqti,1
shundanmi,1
supurishing,1
yotganida,1
palatkalarida,1
yonidameni,1
yotarkanman,1
yalinaman,1
charchaganman,1
yelkasi-da,1
og‘ribdimi,1
obkash,1
ketayotganmish,1
qo‘yibdi-da,1
qo-li-i-ing,1
obkashniyam,1
lampaning,1
yettinchi,1
yomonlar,1
tashladi-ku,1
tepib,1
qorbobomni,1
kamayadi,1
sochsang,1
suparasiz-ku,1
yaxshisiz-a,1
tozalasa,1
tozalaydigan,1
chiqqisi,1
oftobmi,1
bilmayman-da,1
aytgansiz-ku,1
uniyam,1
obkashmi,1
ketayotganini,1
qadim-qadim,1
yotgin-da,1
qoli-i-ing,1
lager,1
toyamiz,1
ovlashdan,1
kattalardek,1
siznikimi,1
vera,1
xonada,1
navbatchi,1
haydaydigan,1
yuguradi-yu,1
otgao‘xshaydi,1
gazetachining,1
baxtiga,1
bahoga,1
keyin-chi,1
tug‘ilganimda,1
beruvdilar,1
buvim,1
o‘rtoqlaring,1
sanqib,1
tur-chi,1
yubilyar,1
jilmayarkan,1
tug‘ildim,1
erkalab,1
ketyapsanmi,1
olibsan,1
bantik,1
qizchasi,1
suhbatni,1
ishimga,1
beraman-da,1
qarzlarim,1
bosyapsizmi,1
chekasizmi,1
chekaman,1
kulni,1
polga,1
turish,1
otmasdan,1
hammasidan,1
sovqotib,1
oyog‘ingiz,1
supurib,1
supurgi,1
burgan,1
tashlayverasiz,1
tog‘oracha,1
olasiz-u,1
ariqchaga,1
sepi,1
sepamiz,1
supurardi,1
yo‘lkalarni,1
lageri,1
pioner,1
hovlimizning,1
bo‘lishiniyaxshi,1
farroshning,1
shundaki,1
uchungina,1
qo‘yilgani,1
yozuv,1
mehnatini,1
devorida,1
kuldoningiz,1
tashlaysiz,1
og‘ribdi,1
onangning,1
olasiz,1
boshlaganimni,1
tishlaysan,1
yengillashdi,1
ahvolim,1
ketolmasdim,1
tipirchilagancha,1
yotqizdi,1
chalqancha,1
idrok,1
davosiniyam,1
dardni,1
miltirab,1
tushmas,1
gupillatib,1
qaytarayotgani,1
hushimdan,1
gultojixo‘rozgacha,1
qiynalaman,1
sezmayman-u,1
xippa,1
suvini,1
chayib,1
achchiqtosh,1
tomog‘imni,1
yo‘talaman,1
quv-quv,1
yoshligim,1
tushunolmayman,1
aloqasi,1
tomoqning,1
og‘rishga,1
kuchukvoy,1
engashdi,1
to‘zg‘ib,1
jiqqaho‘l,1
ajralmasdan,1
paqqa,1
bilsa,1
kirganini,1
go‘shtga,1
mudhish,1
kelardim,1
tuzaldi,1
dori-darmon,1
kelgancha,1
buviqo‘lidan,1
qarg‘a,1
chayqadi-da,1
uqalab,1
yegani,1
surmasangiz,1
miyasini,1
kelaverdingizmi,1
sarpoychan,1
kalishning,1
kavshandozda,1
keldingiz,1
ayrilibsiz-ku,1
oyog‘ingizdan,1
bo‘psiz-ku,1
poshsha-a-a,1
suyuqlik,1
taxir,1
qaddimni,1
zaxga,1
patidan,1
og‘ritmaslikni,1
keltirolmayman,1
anhor,1
qonqusniyam,1
yozda-chi,1
daryolarni,1
aytadiki,1
qonqusdan,1
daryo-chi,1
dengizmi,1
silaydi,1
do‘mbrobodni,1
ko‘rishing,1
shaharlarni,1
kattasi,1
shaharmi,1
o‘ylayman-u,1
mixda,1
tushdilar-ku,1
tomdanmi,1
o‘tmaydimi,1
ko‘rolmaysan,1
uylarniyam,1
uyimizni,1
mahmadonalik,1
ko‘rolmaydigan,1
akalaringni,1
opangni,1
yaqinlarini,1
qilmabdi,1
qilmabdimi,1
o‘rgan,1
daryolarniyam,1
qolaman-a,1
kuchugimniyam,1
ko‘ray-a,1
oshxonadagi,1
bezgak,1
ko‘kyo‘tal,1
qizamiq,1
bilmasa,1
keksalikdan,1
keksalik-da,1
so‘rasa,1
qo‘ni-qo‘shnilar,1
uzundan-uzoq,1
jurabi,1
juba,1
kavkaz,1
go‘dakligimda,1
ko‘rmaysiz,1
turasizu,1
aytadi-yu,1
oyimdarrov,1
g‘ichirlaydi,1
suzaman,1
yotgancha,1
boramanmi,1
ka-a-atta,1
uxlaymiz,1
jonivorlarga,1
mushukni,1
kecha-chi,1
jinni-a,1
adham,1
qo‘yyapsiz,1
hazillashdik,1
yigirmasi,1
etardi-yu,1
jonidir,1
yorqin,1
osmondagi,1
tikilaman,1
tutqazgandir,1
qalam,1
kechalarda,1
uchmasin,1
kirardim,1
shuv,1
uzildi-ya,1
esiz,1
tushardi,1
nurli,1
hozirgina,1
to‘yayin-a,1
qolardi,1
goho-goho,1
sirlarga,1
sadarayhon,1
mo‘ralar,1
rahm,1
yetimlarga,1
o‘smay,1
yetimcha,1
yulduz-ku,1
seniki,1
orasidagi,1
og‘ayni,1
tanladim,1
so‘ngan,1
yulduzlari,1
birlashib,1
quyoshga,1
shundaydir,1
uyumiga,1
ulgurmagan,1
nami,1
etavermaydi,1
zoriqmabdilar,1
yotmabdilar,1
to‘shakda,1
ekanlar,1
yarlaqagan,1
mehriboningiz,1
volidai,1
iloj,1
qo‘yasiz,1
go‘rkov,1
mosh-guruch,1
surp,1
ohangga,1
ezuvchi,1
sadolariga,1
shivirlashi,1
tilab,1
onaga,1
farzandlardek,1
eggan,1
qabr,1
mirzateraklar,1
deyishlari,1
aylangandir,1
yulduzimni,1
ko‘rayin-a,1
yashardi,1
sizda,1
burchidan,1
taraf,1
taraf-u,1
tanho,1
vujudingizni,1
ustingizga,1
zildek,1
quloqlaringiz,1
cho‘kadiki,1
etmaydi,1
og‘g‘anda,1
yarmidan,1
tun,1
hollar,1
muallif,1
toshlar-a,1
onajonlar,1
bag‘ishlanadi,1
bas,1
munosabat,1
farzandiga,1
jihati,1
qismati,1
ba’zilarining,1
ko‘rganman,1
bundagi,1
siymosi,1
barchasida,1
iborat,1
novellalardan,1
egiladi,1
zahmatidan,1
dag‘al,1
silagandek,1
ochil-ochil,1
baxtsiz,1
ertak,1
ll,1
mu,1
eshitgisi,1
oymoma,1
silardi,1
allo,1
subhon,1
qanotlari,1
xulla,1
oymomaxon,1
tarovat,1
ajib,1
isiga,1
separ,1
ko‘loblatib,1
kunbotishi,1
tushuntirardi,1
tugmasdi,1
gullardi-yu,1
hovlimizda,1
gursillagancha,1
yopiriladi,1
uzuq-yuluq,1
kabi,1
tutolmayman,1
o‘pkam,1
kamsuqumgina,1
talashmasdi,1
gapdan-gap,1
qoraroqsoyadek,1
ko‘rarga,1
is’hoq,1
ikkinchisiniki,1
yashagan,1
emishki,1
takrorlandi,1
olisdan,1
orziqtiruvchi,1
qayerdadir,1
tunagan,1
ko‘rdiekan,1
necha-nechasini,1
o‘xshaganlarning,1
qoyalar,1
abadiy,1
kechikib,1
qoyalarni,1
qirrador,1
parchasidek,1
ulkan,1
tog‘larni,1
qad,1
tushgudek,1
o‘tgan-ketgandan,1
alla-pallagacha,1
tog‘g‘a,1
siqilib,1
haqqush,1
tushimda,1
oromi,1
noahil,1
qodir,1
kelibdi-yu,1
qushga,1
shafqat,1
onalarga,1
masalada,1
loaqal,1
uchirib,1
chiqarishi,1
qanot,1
qismat,1
istaydilar,1
farzandlari,1
xohlaganmiding,1
inoq,1
ko‘rpadan,1
bolasidek,1
qaldirg‘och,1
mo‘ralagan,1
inidan,1
aytayotganingda,1
is-hoq,1
yangraydi,1
titratadigan,1
shovullagan,1
barglari,1
topolmas,1
chiqisharmish-u,1
bo‘zlab,1
tushunishibdi,1
turolmasligini,1
ko‘rmasa,1
uchdi,1
samolyot,1
shafqatsiz,1
qo‘llaring,1
mehrning,1
aytaman-u,1
yoshda,1
so‘raydilar,1
ketishadi,1
tanish-notanishlar,1
yog‘sa,1
cho‘zilsa-yu,1
umri,1
kungina,1
qalbing,1
hamdard,1
sepa,1
yurakka,1
ertami-kechmi,1
qo‘yadigan,1
otaxon,1
bo‘laverib,1
sherik,1
dardiga,1
hamdir,1
bilaman-ku,1
pok,1
qo‘yishimiz,1
tinmadi,1
qo‘ygunimizcha,1
qabrga,1
xohlamagandir,1
olishib,1
elchisi,1
shafqatning-chi,1
sadoqatning-chi,1
ilgarilari,1
bilardim,1
aeroportga,1
moskvalik,1
ko‘nikkan,1
turishiga,1
lipillab,1
qaytamanmi,1
tongotar,1
yuramanmi,1
qolganiga,1
uxlamadingiz,1
yoniq,1
navbatchilik,1
o‘-o‘tiribman,1
uxlamadingizmi,1
vaqtgacha,1
dildirab,1
kayfim,1
qaytganimda,1
restoranga,1
namangandan,1
qaytardim,1
ulfatchilik,1
gohida,1
majlislar,1
uyg‘onsam,1
dermish,1
turganmish,1
ko‘rmasmishman-u,1
sifat,1
tarmashib,1
xom,1
po‘stini,1
esimdaki,1
ko‘zing,1
xohlamasdim,1
eshitmadim,1
uanchagacha,1
uxlayotganga,1
qiqir-qiqir,1
xoinona,1
xoinlarcha,1
nurini,1
iljaygancha,1
xoin,1
indamasdan,1
iljaydi-da,1
so‘lagi,1
shunisi,1
kulgan,1
yubordimmi,1
egilganida,1
tushirdimmi,1
basharasiga,1
o‘rtoqqa,1
ko‘rishganini,1
qaltirar,1
vujudim,1
ko‘rishga,1
do‘stidan,1
muhabbatidan,1
yo‘la,1
jilpanglar,1
g‘amza,1
o‘yaman,1
sirdosh,1
kishilaring,1
do‘sting,1
qistardi,1
shoshilinch,1
labimga,1
tutdim-u,1
kelayotgani,1
hayotining,1
cho‘p,1
onang-chi,1
ishonchli,1
qalbimning,1
ovungandek,1
yupatishlariga,1
qilganda,1
sinfdosh,1
aldab,1
titrayotganini,1
topolmasdim,1
savollarga,1
o‘rtagan,1
hayqirdim,1
ma’nisi,1
yashashning,1
unday,1
deyishadimi,1
qilaveradimi,1
hasad,1
bitirib,1
kasbga,1
xiyonatni,1
quchog‘ida,1
bag‘rimda,1
o‘tirgin,1
entika-entika,1
nimaligini,1
yashiradi,1
suradi,1
skameykamiz,1
anhorimiz,1
xiyobonimiz,1
sayr,1
oqshomlari,1
sevib,1
go‘zal,1
seniyam,1
ko‘ryapsan,1
o‘rtog‘ingni,1
silagancha,1
ko‘chagachiqqandan,1
qochgandek,1
sinfdan,1
chiqmasdi,1
kelardi-yu,1
shundaydegim,1
ishonmasanglar,1
hayqirgim,1
eshittirib,1
sinfga,1
quyilib,1
hoziroq,1
dadangga,1
qo‘rqoqsan,1
bo‘lganing,1
yolg‘onchisan,1
bilolmasdim,1
tanaffus,1
tiyinlik,1
studentlik,1
tortar,1
o‘rnimda,1
ichimda,1
naridan,1
keldim-u,1
shodon,1
porlar,1
oqshomi,1
o‘tgim,1
xiyobondan,1
chiqdim-u,1
yopilguncha,1
qiroatxona,1
imtihonlar,1
kutubxonada,1
sayllari,1
yuravering,1
qilayotganini,1
noz,1
noz-firog‘i,1
ishning,1
sirlarimni,1
beshinchi,1
ichardik,1
hasharga,1
paxtaga,1
yerdik,1
bo‘lishib,1
somsasini,1
o‘tirsang-chi,1
odatdagidan,1
tozalash,1
muhtoj,1
o‘dziga,1
bo‘tsa,1
nodzik,1
tsekin,1
shoshilmaydi,1
ts,1
deyolmaydi,1
s,1
dz,1
aytolmaydi,1
zni,1
hodzir,1
ko‘kidan,1
famil,1
to‘yboshi,1
tegadigan,1
bazmlarda,1
nikoh-u,1
xotinoshida,1
shayxsiz,1
ma’raka,1
gaplashishiga,1
devona,1
ko‘rardim-u,1
shayxniki,1
nom-nishon,1
hujrasidan,1
buzilganida,1
etadi-yu,1
yotadi,1
ranjimaydi,1
puxtaligini,1
darz,1
choysiz,1
iljayadi,1
bo‘lishni,1
tushadi-ku,1
xirurgiyaga,1
grudnoy,1
infarkt,1
o‘rgildim,1
ko‘chasidan,1
ko‘nglingning,1
qidz,1
xotinmas,1
beraylik,1
boshlaymiz,1
to‘yni,1
tepinganda,1
jazavaga,1
maqtovlar,1
ket-e,1
orangutan,1
kelma,1
qarsak,1
o‘ynaydi,1
yoqavayron,1
xizmatini,1
tarqashi,1
alohida,1
ulushini,1
egalari,1
shishagina,1
do‘rdoq,1
sig‘may,1
mung,1
jahonshumul,1
dastxatim,1
o‘qisam,1
titilgan,1
varaqlari,1
nonvoynikiga,1
quvonganini,1
chiqqani,1
yashirardi,1
yostig‘ining,1
qo‘yadigandek,1
takrorlar,1
uzundan,1
berardim,1
shaxsmisan,1
kinoyulduzmisan,1
iljayganda,1
jurnal,1
topasan-ku,1
yo‘qmidi,1
vaqting,1
tushishga,1
kulding,1
nomard,1
o‘tdi-yu,1
dedim-da,1
qo‘ysangiz-chi,1
ajablandim,1
tushaylik,1
o‘tish,1
nashriyotga,1
tushganimni,1
qilayotgandek,1
to‘ng‘illadim,1
berganmidim,1
aynibroq,1
haytovur,1
qorakuya,1
kuydirib,1
yotganmish,1
qonga,1
chiqishsa,1
choyxo‘rlar,1
dod-faryodiga,1
boribdi-yu,1
torta-torta,1
ipni,1
havolagan,1
uchirayotgan,1
bola-da,1
berishgan,1
hujrani,1
bevaga,1
aytishlaricha,1
shayxi,1
bag‘ishladim,1
kitobning,1
qulab,1
maqtangansiz,1
o‘tgani,1
mingta,1
mavludagacha,1
qo‘ymadi-da,1
mavlu,1
oranglarda,1
silkidi,1
eshitmasdim,1
urmadi,1
qolmadimi,1
lavlagini,1
qilmadingmi,1
jonga,1
yegandan,1
